title,cast
"How to Train Your Dragon","Gerard Butler"
"How to Train Your Dragon","Craig Ferguson"
"How to Train Your Dragon","America Ferrera"
"How to Train Your Dragon","Jonah Hill"
"How to Train Your Dragon","Christopher Mintz-Plasse"
"How to Train Your Dragon","T.J. Miller"
"How to Train Your Dragon","Kristen Wiig"
"How to Train Your Dragon","David Tennant"
"How to Train Your Dragon","Ashley Jensen"
"Diary of a Wimpy Kid","Zachary Gordon"
"Diary of a Wimpy Kid","Robert Capron"
"Diary of a Wimpy Kid","Steve Zahn"
"Diary of a Wimpy Kid","Rachael Harris"
"Diary of a Wimpy Kid","Chloë Grace Moretz"
"Kick-Ass","Aaron Taylor-Johnson"
"Kick-Ass","Chloë Grace Moretz"
"Kick-Ass","Nicolas Cage"
"Kick-Ass","Lyndsy Fonseca"
"Kick-Ass","Mark Strong"
"Kick-Ass","Christopher Mintz-Plasse"
"Kick-Ass","Omari Hardwick"
"Kick-Ass","Xander Berkeley"
"Clash of the Titans","Sam Worthington"
"Clash of the Titans","Gemma Arterton"
"Clash of the Titans","Mads Mikkelsen"
"Clash of the Titans","Alexa Davalos"
"Clash of the Titans","Jason Flemyng"
"Clash of the Titans","Ralph Fiennes"
"Clash of the Titans","Liam Neeson"
"Clash of the Titans","Pete Postlethwaite"
"Clash of the Titans","Polly Walker"
"Clash of the Titans","Ashraf Barhom"
"Nanny McPhee and the Big Bang","Emma Thompson"
"Nanny McPhee and the Big Bang","Asa Butterfield"
"Nanny McPhee and the Big Bang","Ralph Fiennes"
"Nanny McPhee and the Big Bang","Maggie Gyllenhaal"
"Nanny McPhee and the Big Bang","Maggie Smith"
"Nanny McPhee and the Big Bang","Rhys Ifans"
"Nanny McPhee and the Big Bang","Daniel Mays"
"Nanny McPhee and the Big Bang","Bill Bailey"
"Nanny McPhee and the Big Bang","Ewan McGregor"
"The Extraordinary Adventures of Adèle Blanc-Sec","Mathieu Amalric"
"The Extraordinary Adventures of Adèle Blanc-Sec","Gilles Lellouche"
"The Extraordinary Adventures of Adèle Blanc-Sec","Jean-Paul Rouve"
"The Extraordinary Adventures of Adèle Blanc-Sec","Nicolas Giraud"
"The Losers","Jeffrey Dean Morgan"
"The Losers","Zoe Saldaña"
"The Losers","Chris Evans"
"The Losers","Idris Elba"
"The Losers","Columbus Short"
"The Losers","Óscar Jaenada"
"The Losers","Jason Patric"
"The Losers","Holt McCallany"
"Iron Man 2","Robert Downey Jr."
"Iron Man 2","Gwyneth Paltrow"
"Iron Man 2","Don Cheadle"
"Iron Man 2","Scarlett Johansson"
"Iron Man 2","Sam Rockwell"
"Iron Man 2","Mickey Rourke"
"Iron Man 2","Samuel L. Jackson"
"Iron Man 2","Clark Gregg"
"Iron Man 2","John Slattery"
"Iron Man 2","Garry Shandling"
"A Nightmare on Elm Street","Jackie Earle Haley"
"A Nightmare on Elm Street","Kyle Gallner"
"A Nightmare on Elm Street","Rooney Mara"
"A Nightmare on Elm Street","Katie Cassidy"
"A Nightmare on Elm Street","Thomas Dekker"
"A Nightmare on Elm Street","Kellan Lutz"
"A Nightmare on Elm Street","Clancy Brown"
"Robin Hood","Russell Crowe"
"Robin Hood","Cate Blanchett"
"Robin Hood","Max von Sydow"
"Robin Hood","William Hurt"
"Robin Hood","Mark Strong"
"Robin Hood","Oscar Isaac"
"Robin Hood","Danny Huston"
"Robin Hood","Mark Addy"
"Letters to Juliet","Amanda Seyfried"
"Letters to Juliet","Christopher Egan"
"Letters to Juliet","Gael García Bernal"
"Letters to Juliet","Vanessa Redgrave"
"Letters to Juliet","Franco Nero"
"Letters to Juliet","Marina Massironi"
"Shrek Forever After","Mike Myers"
"Shrek Forever After","Eddie Murphy"
"Shrek Forever After","Cameron Diaz"
"Shrek Forever After","Antonio Banderas"
"Shrek Forever After","Walt Dohrn"
"Shrek Forever After","Julie Andrews"
"Shrek Forever After","John Cleese"
"Shrek Forever After","Jon Hamm"
"Shrek Forever After","Jane Lynch"
"Shrek Forever After","Craig Robinson"
"Prince of Persia: The Sands of Time","Jake Gyllenhaal"
"Prince of Persia: The Sands of Time","Gemma Arterton"
"Prince of Persia: The Sands of Time","Ben Kingsley"
"Prince of Persia: The Sands of Time","Alfred Molina"
"Prince of Persia: The Sands of Time","Toby Kebbell"
"Prince of Persia: The Sands of Time","Reece Ritchie"
"Undisputed III: Redemption","Scott Adkins"
"Undisputed III: Redemption","Mark Ivanir"
"Undisputed III: Redemption","Marko Zaror"
"Undisputed III: Redemption","Robert Costanzo"
"Sex and the City 2","Sarah Jessica Parker"
"Sex and the City 2","Kim Cattrall"
"Sex and the City 2","Kristin Davis"
"Sex and the City 2","Cynthia Nixon"
"Sex and the City 2","Chris Noth"
"Sex and the City 2","David Eigenberg"
"Sex and the City 2","Evan Handler"
"Sex and the City 2","Willie Garson"
"Sex and the City 2","Mario Cantone"
"The A-Team","Liam Neeson"
"The A-Team","Sharlto Copley"
"The A-Team","Quinton Jackson"
"The A-Team","Bradley Cooper"
"The A-Team","Jessica Biel"
"The A-Team","Patrick Wilson"
"The A-Team","Gerald McRaney"
"The A-Team","Brian Bloom"
"The A-Team","Omari Hardwick"
"The A-Team","Maury Sterling"
"The Karate Kid","Jaden Smith"
"The Karate Kid","Jackie Chan"
"The Karate Kid","Taraji P. Henson"
"The Karate Kid","Yu Rongguang"
"Knight and Day","Tom Cruise"
"Knight and Day","Cameron Diaz"
"Knight and Day","Peter Sarsgaard"
"Knight and Day","Viola Davis"
"Knight and Day","Jordi Mollà"
"Knight and Day","Paul Dano"
"Knight and Day","Maggie Grace"
"Knight and Day","Marc Blucas"
"Knight and Day","Celia Weston"
"Toy Story 3","Tom Hanks"
"Toy Story 3","Tim Allen"
"Toy Story 3","Joan Cusack"
"Toy Story 3","Don Rickles"
"Toy Story 3","Wallace Shawn"
"Toy Story 3","John Ratzenberger"
"Toy Story 3","Estelle Harris"
"Toy Story 3","Blake Clark"
"Toy Story 3","Jeff Pidgeon"
"Toy Story 3","Ned Beatty"
"I Spit on Your Grave","Sarah Butler"
"I Spit on Your Grave","Jeff Branson"
"I Spit on Your Grave","Tracey Walter"
"I Spit on Your Grave","Andrew Howard"
"I Spit on Your Grave","Daniel Franzese"
"Jonah Hex","Josh Brolin"
"Jonah Hex","John Malkovich"
"Jonah Hex","Megan Fox"
"Jonah Hex","Michael Fassbender"
"Jonah Hex","Will Arnett"
"Jonah Hex","Aidan Quinn"
"Jonah Hex","Wes Bentley"
"Jonah Hex","Jeffrey Dean Morgan"
"The Twilight Saga: Eclipse","Kristen Stewart"
"The Twilight Saga: Eclipse","Robert Pattinson"
"The Twilight Saga: Eclipse","Taylor Lautner"
"The Twilight Saga: Eclipse","Bryce Dallas Howard"
"The Twilight Saga: Eclipse","Dakota Fanning"
"The Twilight Saga: Eclipse","Billy Burke"
"The Twilight Saga: Eclipse","Peter Facinelli"
"The Twilight Saga: Eclipse","Elizabeth Reaser"
"The Twilight Saga: Eclipse","Jackson Rathbone"
"The Twilight Saga: Eclipse","Kellan Lutz"
"Grown Ups","Adam Sandler"
"Grown Ups","Kevin James"
"Grown Ups","Chris Rock"
"Grown Ups","David Spade"
"Grown Ups","Rob Schneider"
"Grown Ups","Salma Hayek Pinault"
"Grown Ups","Maria Bello"
"Grown Ups","Maya Rudolph"
"Grown Ups","Joyce Van Patten"
"The Last Airbender","Noah Ringer"
"The Last Airbender","Dev Patel"
"The Last Airbender","Nicola Peltz Beckham"
"The Last Airbender","Jackson Rathbone"
"The Last Airbender","Shaun Toub"
"The Last Airbender","Aasif Mandvi"
"The Last Airbender","Cliff Curtis"
"Predators","Adrien Brody"
"Predators","Topher Grace"
"Predators","Alice Braga"
"Predators","Oleg Taktarov"
"Predators","Laurence Fishburne"
"Predators","Walton Goggins"
"Predators","Danny Trejo"
"Predators","Mahershala Ali"
"Predators","Brian Steele"
"The Congolese Rainforests: Living on Borrowed Time","Marion Cotillard"
"Despicable Me","Steve Carell"
"Despicable Me","Miranda Cosgrove"
"Despicable Me","Dana Gaier"
"Despicable Me","Elsie Fisher"
"Despicable Me","Jason Segel"
"Despicable Me","Russell Brand"
"Despicable Me","Julie Andrews"
"Despicable Me","Will Arnett"
"Despicable Me","Kristen Wiig"
"Despicable Me","Pierre Coffin"
"Legend of the Guardians: The Owls of Ga'Hoole","Jim Sturgess"
"Legend of the Guardians: The Owls of Ga'Hoole","Ryan Kwanten"
"Legend of the Guardians: The Owls of Ga'Hoole","Hugo Weaving"
"Legend of the Guardians: The Owls of Ga'Hoole","Helen Mirren"
"Legend of the Guardians: The Owls of Ga'Hoole","Geoffrey Rush"
"Legend of the Guardians: The Owls of Ga'Hoole","Abbie Cornish"
"Legend of the Guardians: The Owls of Ga'Hoole","Anthony LaPaglia"
"Legend of the Guardians: The Owls of Ga'Hoole","Joel Edgerton"
"Legend of the Guardians: The Owls of Ga'Hoole","Miriam Margolyes"
"The Sorcerer's Apprentice","Nicolas Cage"
"The Sorcerer's Apprentice","Jay Baruchel"
"The Sorcerer's Apprentice","Alfred Molina"
"The Sorcerer's Apprentice","Teresa Palmer"
"The Sorcerer's Apprentice","Toby Kebbell"
"The Sorcerer's Apprentice","Omar Benson Miller"
"The Sorcerer's Apprentice","Monica Bellucci"
"The Sorcerer's Apprentice","Alice Krige"
"The Sorcerer's Apprentice","Jake Cherry"
"Inception","Leonardo DiCaprio"
"Inception","Joseph Gordon-Levitt"
"Inception","Ken Watanabe"
"Inception","Tom Hardy"
"Inception","Elliot Page"
"Inception","Dileep Rao"
"Inception","Cillian Murphy"
"Inception","Tom Berenger"
"Inception","Marion Cotillard"
"Inception","Pete Postlethwaite"
"The Secret World of Arrietty","Mirai Shida"
"The Secret World of Arrietty","Ryunosuke Kamiki"
"The Secret World of Arrietty","Keiko Takeshita"
"The Secret World of Arrietty","Kirin Kiki"
"The Secret World of Arrietty","Shinobu Otake"
"The Secret World of Arrietty","Shinichi Hatori"
"Salt","Angelina Jolie"
"Salt","Liev Schreiber"
"Salt","Chiwetel Ejiofor"
"Salt","August Diehl"
"Salt","Andre Braugher"
"Salt","Olek Krupa"
"Tinker Bell and the Great Fairy Rescue","Mae Whitman"
"Tinker Bell and the Great Fairy Rescue","Michael Sheen"
"Tinker Bell and the Great Fairy Rescue","Pamela Adlon"
"Tinker Bell and the Great Fairy Rescue","Lucy Liu"
"Tinker Bell and the Great Fairy Rescue","Raven-Symoné"
"Tinker Bell and the Great Fairy Rescue","Kristin Chenoweth"
"Tinker Bell and the Great Fairy Rescue","Angela Bartys"
"Tinker Bell and the Great Fairy Rescue","Rob Paulsen"
"Tinker Bell and the Great Fairy Rescue","Jeff Bennett"
"Naruto Shippuden the Movie: The Lost Tower","Junko Takeuchi"
"Naruto Shippuden the Movie: The Lost Tower","Kazuhiko Inoue"
"Naruto Shippuden the Movie: The Lost Tower","Toshiyuki Morikawa"
"Naruto Shippuden the Movie: The Lost Tower","Chie Nakamura"
"Naruto Shippuden the Movie: The Lost Tower","Satoshi Hino"
"Naruto Shippuden the Movie: The Lost Tower","Rikiya Koyama"
"Naruto Shippuden the Movie: The Lost Tower","Kenji Hamada"
"Naruto Shippuden the Movie: The Lost Tower","Saori Hayami"
"The Expendables","Sylvester Stallone"
"The Expendables","Jason Statham"
"The Expendables","Jet Li"
"The Expendables","Dolph Lundgren"
"The Expendables","Eric Roberts"
"The Expendables","Randy Couture"
"The Expendables","David Zayas"
"Flipped","Madeline Carroll"
"Flipped","Callan McAuliffe"
"Flipped","Anthony Edwards"
"Flipped","Penelope Ann Miller"
"Flipped","Aidan Quinn"
"Scott Pilgrim vs. the World","Michael Cera"
"Scott Pilgrim vs. the World","Mary Elizabeth Winstead"
"Scott Pilgrim vs. the World","Kieran Culkin"
"Scott Pilgrim vs. the World","Alison Pill"
"Scott Pilgrim vs. the World","Johnny Simmons"
"Scott Pilgrim vs. the World","Jason Schwartzman"
"Scott Pilgrim vs. the World","Anna Kendrick"
"Scott Pilgrim vs. the World","Aubrey Plaza"
"I Saw the Devil","Lee Byung-hun"
"I Saw the Devil","Choi Min-sik"
"I Saw the Devil","Lee Jun-hyuk"
"I Saw the Devil","Choi Moo-sung"
"Eat Pray Love","Julia Roberts"
"Eat Pray Love","Javier Bardem"
"Eat Pray Love","James Franco"
"Eat Pray Love","Billy Crudup"
"Eat Pray Love","Richard Jenkins"
"Eat Pray Love","Viola Davis"
"Eat Pray Love","Mike O'Malley"
"The Jade and the Pearl","Charlene Choi"
"The Jade and the Pearl","Joey Yung"
"The Jade and the Pearl","Ti Lung"
"The Jade and the Pearl","Lam Suet"
"Piranha 3D","Elisabeth Shue"
"Piranha 3D","Jerry O'Connell"
"Piranha 3D","Kelly Brook"
"Piranha 3D","Ving Rhames"
"Piranha 3D","Christopher Lloyd"
"Piranha 3D","Dina Meyer"
"Chinese Grandma","Irina Muravyova"
"The Last Exorcism","Patrick Fabian"
"The Last Exorcism","Ashley Bell"
"Flower & Snake 3","Yasukaze Motomiya"
"The Libertines: Live at Reading 2010","Pete Doherty"
"The Libertines: Live at Reading 2010","Carl Barât"
"The Libertines: Live at Reading 2010","John Hassall"
"The Libertines: Live at Reading 2010","Gary Powell"
"El Infierno","Damián Alcázar"
"El Infierno","Joaquín Cosío"
"Barbie: A Fashion Fairytale","Diana Kaarina"
"Barbie: A Fashion Fairytale","Tabitha St. Germain"
"Barbie: A Fashion Fairytale","Patricia Drake"
"Barbie: A Fashion Fairytale","Shannon Chan-Kent"
"Barbie: A Fashion Fairytale","Maryke Hendrikse"
"Barbie: A Fashion Fairytale","Kandyse McClure"
"Barbie: A Fashion Fairytale","Chiara Zanni"
"The Town","Ben Affleck"
"The Town","Jeremy Renner"
"The Town","Rebecca Hall"
"The Town","Jon Hamm"
"The Town","Blake Lively"
"The Town","Slaine"
"The Town","Pete Postlethwaite"
"The Town","Titus Welliver"
"The Town","Chris Cooper"
"The Social Network","Jesse Eisenberg"
"The Social Network","Andrew Garfield"
"The Social Network","Justin Timberlake"
"The Social Network","Armie Hammer"
"The Social Network","Max Minghella"
"The Social Network","Brenda Song"
"The Social Network","Rashida Jones"
"The Social Network","John Getz"
"The Social Network","David Selby"
"Les Misérables - 25th Anniversary in Concert","Colm Wilkinson"
"Les Misérables - 25th Anniversary in Concert","Roger Allam"
"Les Misérables - 25th Anniversary in Concert","Lea Salonga"
"Les Misérables - 25th Anniversary in Concert","Michael Ball"
"30 Days of Night: Dark Days","Kiele Sanchez"
"30 Days of Night: Dark Days","Diora Baird"
"30 Days of Night: Dark Days","Rhys Coiro"
"30 Days of Night: Dark Days","Harold Perrineau"
"30 Days of Night: Dark Days","Troy Ruptash"
"RED","Bruce Willis"
"RED","John Malkovich"
"RED","Morgan Freeman"
"RED","Helen Mirren"
"RED","Mary-Louise Parker"
"RED","Karl Urban"
"RED","Richard Dreyfuss"
"RED","Brian Cox"
"RED","Julian McMahon"
"Scooby-Doo! Curse of the Lake Monster","Frank Welker"
"Scooby-Doo! Curse of the Lake Monster","Kate Melton"
"Scooby-Doo! Curse of the Lake Monster","Hayley Kiyoko"
"Scooby-Doo! Curse of the Lake Monster","Nick Palatas"
"Scooby-Doo! Curse of the Lake Monster","Robbie Amell"
"Scooby-Doo! Curse of the Lake Monster","Marion Ross"
"Scooby-Doo! Curse of the Lake Monster","Beverly Sanders"
"Paranormal Activity 2","Katie Featherston"
"Paranormal Activity 2","Micah Sloat"
"Saw 3D","Tobin Bell"
"Saw 3D","Costas Mandylor"
"Saw 3D","Betsy Russell"
"Saw 3D","Cary Elwes"
"Saw 3D","Sean Patrick Flanery"
"Saw 3D","Chad Donella"
"Saw 3D","Gina Holden"
"Saw 3D","Dean Armstrong"
"Megamind","Will Ferrell"
"Megamind","Tina Fey"
"Megamind","Jonah Hill"
"Megamind","Brad Pitt"
"Megamind","David Cross"
"Megamind","Justin Theroux"
"Megamind","Ben Stiller"
"Megamind","Tom McGrath"
"Megamind","J.K. Simmons"
"Don't Be Afraid of the Dark","Katie Holmes"
"Don't Be Afraid of the Dark","Guy Pearce"
"Don't Be Afraid of the Dark","Bailee Madison"
"Don't Be Afraid of the Dark","Alan Dale"
"Skyline","Eric Balfour"
"Skyline","David Zayas"
"Skyline","Donald Faison"
"Skyline","Brittany Daniel"
"Skyline","Crystal Reed"
"Dragon Ball Z: Plan to Eradicate the Super Saiyans","Masako Nozawa"
"Dragon Ball Z: Plan to Eradicate the Super Saiyans","Ryou Horikawa"
"Death Race 2","Luke Goss"
"Death Race 2","Lauren Cohan"
"Death Race 2","Sean Bean"
"Death Race 2","Danny Trejo"
"Death Race 2","Ving Rhames"
"Death Race 2","Tanit Phoenix"
"Death Race 2","Robin Shou"
"Death Race 2","Joe Vaz"
"Death Race 2","Frederick Koehler"
"Harry Potter and the Deathly Hallows: Part 1","Daniel Radcliffe"
"Harry Potter and the Deathly Hallows: Part 1","Emma Watson"
"Harry Potter and the Deathly Hallows: Part 1","Rupert Grint"
"Harry Potter and the Deathly Hallows: Part 1","Toby Jones"
"Harry Potter and the Deathly Hallows: Part 1","Helena Bonham Carter"
"Harry Potter and the Deathly Hallows: Part 1","Alan Rickman"
"Harry Potter and the Deathly Hallows: Part 1","Ralph Fiennes"
"Harry Potter and the Deathly Hallows: Part 1","Bill Nighy"
"Harry Potter and the Deathly Hallows: Part 1","Simon McBurney"
"Harry Potter and the Deathly Hallows: Part 1","Rhys Ifans"
"Love & Other Drugs","Jake Gyllenhaal"
"Love & Other Drugs","Anne Hathaway"
"Love & Other Drugs","Oliver Platt"
"Love & Other Drugs","Hank Azaria"
"Love & Other Drugs","Josh Gad"
"Love & Other Drugs","Gabriel Macht"
"Love & Other Drugs","Judy Greer"
"Love & Other Drugs","George Segal"
"Love & Other Drugs","Kate Jennings Grant"
"Faster","Dwayne Johnson"
"Faster","Billy Bob Thornton"
"Faster","Maggie Grace"
"Faster","Carla Gugino"
"Faster","Tom Berenger"
"Tangled","Mandy Moore"
"Tangled","Zachary Levi"
"Tangled","Ron Perlman"
"Tangled","Brad Garrett"
"Tangled","M.C. Gainey"
"Tangled","Jeffrey Tambor"
"Tangled","Paul F. Tompkins"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Georgie Henley"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Skandar Keynes"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Ben Barnes"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Will Poulter"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Anna Popplewell"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","William Moseley"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Simon Pegg"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Liam Neeson"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Tilda Swinton"
"Three Steps Above Heaven","María Valverde"
"Three Steps Above Heaven","Mario Casas"
"Three Steps Above Heaven","Álvaro Cervantes"
"Three Steps Above Heaven","Marina Salas"
"Three Steps Above Heaven","Nerea Camacho"
"Three Steps Above Heaven","Cristina Plazas"
"Three Steps Above Heaven","Diego Martín"
"Black Swan","Natalie Portman"
"Black Swan","Mila Kunis"
"Black Swan","Vincent Cassel"
"Black Swan","Barbara Hershey"
"Black Swan","Winona Ryder"
"Black Swan","Janet Montgomery"
"Black Swan","Sebastian Stan"
"TRON: Legacy","Jeff Bridges"
"TRON: Legacy","Garrett Hedlund"
"TRON: Legacy","Olivia Wilde"
"TRON: Legacy","Bruce Boxleitner"
"TRON: Legacy","Beau Garrett"
"TRON: Legacy","Michael Sheen"
"TRON: Legacy","Yaya DaCosta"
"Little Fockers","Robert De Niro"
"Little Fockers","Ben Stiller"
"Little Fockers","Owen Wilson"
"Little Fockers","Dustin Hoffman"
"Little Fockers","Barbra Streisand"
"Little Fockers","Harvey Keitel"
"Little Fockers","Jessica Alba"
"Little Fockers","Kevin Hart"
"Little Fockers","Teri Polo"
"Little Fockers","Blythe Danner"
"True Grit","Hailee Steinfeld"
"True Grit","Jeff Bridges"
"True Grit","Matt Damon"
"True Grit","Josh Brolin"
"True Grit","Barry Pepper"
"True Grit","Domhnall Gleeson"
"True Grit","Paul Rae"
"True Grit","Nicholas Sadler"
"The Green Hornet","Seth Rogen"
"The Green Hornet","Cameron Diaz"
"The Green Hornet","Tom Wilkinson"
"The Green Hornet","Christoph Waltz"
"The Green Hornet","Edward James Olmos"
"The Green Hornet","David Harbour"
"The Green Hornet","Jamie Harris"
"The Mechanic","Jason Statham"
"The Mechanic","Ben Foster"
"The Mechanic","Donald Sutherland"
"The Mechanic","Tony Goldwyn"
"The Mechanic","Christa Campbell"
"The Mechanic","Jeff Chase"
"No Strings Attached","Natalie Portman"
"No Strings Attached","Ashton Kutcher"
"No Strings Attached","Kevin Kline"
"No Strings Attached","Cary Elwes"
"No Strings Attached","Olivia Thirlby"
"No Strings Attached","Ludacris"
"No Strings Attached","Jake Johnson"
"No Strings Attached","Mindy Kaling"
"Mean Girls 2","Tim Meadows"
"Mean Girls 2","Linden Ashby"
"Mean Girls 2","Diego Boneta"
"The Rite","Anthony Hopkins"
"The Rite","Colin O'Donoghue"
"The Rite","Alice Braga"
"The Rite","Ciarán Hinds"
"The Rite","Toby Jones"
"Just Go with It","Adam Sandler"
"Just Go with It","Jennifer Aniston"
"Just Go with It","Nicole Kidman"
"Just Go with It","Nick Swardson"
"Just Go with It","Brooklyn Decker"
"Just Go with It","Bailee Madison"
"Just Go with It","Dave Matthews"
"Just Go with It","Kevin Nealon"
"Just Go with It","Rachel Dratch"
"Paul","Simon Pegg"
"Paul","Nick Frost"
"Paul","Seth Rogen"
"Paul","Jason Bateman"
"Paul","Kristen Wiig"
